feature,importance
three_pointers_made_l20_weighted,0.7398414810160837
three_pointers_made_l20,0.02105630892993814
three_pct_l20,0.016328767366584035
three_pct_l10,0.008556510786050218
minutes_played_l5_weighted,0.006190913003636103
opp_assists_allowed_to_position,0.004049827839488454
star_teammate_ppg,0.003923230364854384
three_pct_l5,0.003702348827050695
three_pointers_made_l10_weighted,0.0036962254117607384
fg_pct_l20,0.0034583259063185236
defensive_rating_opp,0.0032192897706113137
offensive_rating_team,0.0031988114673771376
ft_pct_l20,0.0028008009004160486
offensive_rating_opp,0.0027465712097668993
opp_field_goal_pct,0.0025986330270659714
true_shooting_pct_l20,0.002583121540830793
defensive_rating_team,0.002558966964061968
pace_team,0.0025204097081513404
three_pointers_made_per_36_l20,0.002492659918873723
pts_per_fga_l20,0.0024755976623685562
opp_team_turnovers_per_game,0.002451206403476917
three_pointers_made_per_36_l5,0.002423396632550444
pace_opp,0.002420535479191999
minutes_played_l5,0.0024041648145461327
opp_three_pointers_allowed_to_position,0.0023918872367378534
games_played_season,0.0023375256182870553
opp_rebounds_allowed_to_position,0.0023357702210399967
three_pointers_made_l5_weighted,0.002261944228942255
ast_to_ratio_l20,0.0022461708155913254
fg_pct_l10,0.002202587299754457
pts_per_fga_l10,0.002143355987233914
minutes_trend,0.0021244893927777125
true_shooting_pct_l10,0.0020528067065715295
opp_points_allowed_to_position,0.002003770188492637
season_progress,0.002003221036503349
games_without_star,0.0019885073596519307
opp_three_point_pct,0.0019793968975799193
three_pointers_made_per_36_l10,0.0019733693155859974
opp_team_steals_per_game,0.0019670297401769414
ast_to_ratio_l10,0.0019408920136983992
true_shooting_pct_l5,0.001931471159866576
steals_per_36_l20,0.0019313832716806832
fg_pct_l5,0.0018723050121368582
opp_position_steals_overall,0.0018402461833162008
minutes_played_l20,0.0018401521467300442
days_since_asb,0.0018395471471445118
pts_per_ast_l20,0.001830183577815111
opp_position_turnovers_overall,0.001802569463510176
defensive_rating_l20,0.0018001825231470723
ast_to_ratio_l5,0.001786009022143466
opp_position_steals_vs_team,0.0017718450259842518
blocks_per_36_l20,0.0017472453318220739
pts_per_fga_l5,0.0017179034232345308
ft_pct_l10,0.0017090462439138233
pts_per_ast_l5,0.0016824728933652437
defensive_rating_l5,0.0016675529291419345
turnovers_per_36_l5,0.0016374805809719413
points_per_36_l5,0.0016090162204340209
defensive_rating_l10,0.0016036845524768826
opp_blocks_allowed_to_position,0.0016031474760305035
points_l20,0.0015889732995562947
consecutive_games,0.0015580001461347394
usage_rate_l10,0.0015395480630697401
steals_per_36_l5,0.0015379028739465712
net_rating_l5,0.0015087565698271273
turnovers_per_36_l20,0.001501322593583106
steals_per_36_l10,0.001491141699231265
opp_position_turnovers_vs_team,0.00148826221447974
points_per_36_l10,0.0014717742582431813
ft_pct_l5,0.0014607310363786276
usage_rate_l20,0.0014522934015322366
steals_l20_weighted,0.001449217682277734
assists_per_36_l20,0.001445138747419035
arena_altitude,0.0013911692724779415
net_rating_l20,0.0013691626503482082
blocks_l20_weighted,0.0013503938959454666
minutes_played_l10_weighted,0.0013292369467547875
turnovers_l5_weighted,0.0013164736533937032
pts_per_ast_l10,0.001313782811098554
offensive_rating_l20,0.001305472070510419
minutes_played_l10,0.001303853808371958
rebounds_total_l5_weighted,0.001277710042327292
assists_l20,0.0012457572336481673
net_rating_l10,0.0012291563008025705
blocks_per_36_l10,0.0012212442990459673
turnovers_per_36_l10,0.0012209741580747149
steals_l5_weighted,0.0012199143578377049
points_l5_weighted,0.0012177619511371603
minutes_played_l20_weighted,0.00121695509004531
assists_l5_weighted,0.001202781032841576
games_remaining,0.0011943906604632427
offensive_rating_l10,0.0011913328879355198
assists_per_36_l10,0.0011848325868905754
steals_l10_weighted,0.0011487423542118707
usage_rate_l5,0.0011079140150609178
points_per_36_l20,0.0010868120666461779
usage_rate_l20_weighted,0.0010800015702909043
usage_rate_l5_weighted,0.001074331019062944
turnovers_l20_weighted,0.0010616049172910236
assists_per_36_l5,0.0010462270265679146
points_l20_weighted,0.0010351388264641806
offensive_rating_l5,0.00102539526654141
reb_rate_l5,0.0010226906653357062
rebounds_total_per_36_l10,0.001016576430355603
usage_rate_l10_weighted,0.0010060063223074891
days_rest,0.000993433405385464
three_pointers_made_l10,0.0009916451085001457
assists_l20_weighted,0.0009897492841771675
tz_difference,0.000979127966155256
rebounds_total_l20,0.000967576912453642
blocks_per_36_l5,0.000965804252674484
steals_l20,0.0009388430983339325
rebounds_total_l20_weighted,0.0009250711536882484
rebounds_total_per_36_l20,0.0009137809954130825
reb_rate_l20,0.000906744380245288
rebounds_total_l10_weighted,0.0009028002002549602
rebounds_total_per_36_l5,0.000898633326238294
reb_rate_l10,0.0008762075811100286
turnovers_l10_weighted,0.0008590036580601267
blocks_l10_weighted,0.0008562783744023343
points_l10,0.0008436656936257531
points_l10_weighted,0.0007908825922942779
assists_l10_weighted,0.0007041074736616041
points_l5,0.0006866290370286043
blocks_l5_weighted,0.0006664598273404147
turnovers_l20,0.0006620874198393896
blocks_l20,0.0006612228364785401
rebounds_total_l10,0.0005599708329074985
assists_l10,0.0005522812034925643
is_starter_l10,0.0005205169846126457
steals_l10,0.0004375199194208268
rebounds_total_l5,0.00043312405491871016
games_in_last_7_days,0.0004307773646396237
turnovers_l10,0.00039573449597671626
is_starter_l5,0.0003662175526482239
three_pointers_made_l5,0.000322781861013824
turnovers_l5,0.00027249549520481475
assists_l5,0.00026692011825845286
games_in_last_3_days,0.00024829270696936575
is_home,0.00024016713674913858
steals_l5,0.0002172025315823474
star_teammate_out,0.00021668206096980808
blocks_l10,0.00018924626522741591
blocks_l5,0.0001522265565837504
post_asb_bounce,0.00014839870659009505
is_well_rested,0.0001184826330008623
is_back_to_back,0.00010843493700930036
is_mid_season,8.392801273837081e-05
east_to_west,7.897387462337423e-05
west_to_east,6.282943800700816e-05
altitude_away,6.243387275889196e-05
is_heavy_schedule,4.5780044790428885e-05
position_guard,3.890793765594909e-05
is_early_season,3.688138227493701e-05
position_forward,1.624219630505084e-05
position_center,9.248118381425073e-06
is_late_season,6.4151570158297675e-06
playoff_performance_boost,0.0
playoff_games_career,0.0
is_playoff,0.0
