stat,baseline,full_tuned,full_improve,selective,selective_improve,selective_vs_full
points,4.253190738105033,4.285203629083968,-0.752679410592294,4.237534852419473,0.36809742731019685,1.1124040020167065
assists,1.2430369885395454,1.2587429672912984,-1.263516604618994,1.2374681874812703,0.44799962588546094,1.6901607685490811
steals,0.6814651960891881,0.6299231632421567,7.563413824040068,0.6233965633458993,8.521144304439126,1.0360946028187878
blocks,0.48690139858197223,0.455321505243338,6.485890866324473,0.455234370249572,6.503786685482063,0.01913702576368208
turnovers,0.8513606413467357,0.8554514538715732,-0.4805028945625612,0.8476196424898571,0.43941411843526995,0.9155179228781625
three_pointers_made,0.8219753320362898,0.8401129198290036,-2.2065854151342132,0.8194710020952939,0.3046721529698357,2.4570408627820135
